sample,GPSC
13415_4#3,18
13470_1#85,18
15682_7#45,18
32139_3#351,18
15608_3#46,18
15608_2#61,18
11860_6#53,18
21053_8#41,18
6308_6#6,18
27119_1#135,18
6569_5#15,18
32139_2#295,18
32139_3#308,18
14412_1#95,18
10900_6#96,18
6308_6#18,18
6187_5#5,18
19341_2#92,18
11657_8#69,18
9953_7#74,18
6187_5#17,18
6569_3#21,18
19341_2#100,18
13415_8#28,18
11860_5#61,18
31537_1#177,18
19341_2#98,18
19084_8#29,18
8016_3#2,18
5901_3#5,18
22695_3#76,18
6551_6#17,18
6308_4#23,18
9953_7#70,18
31919_2#195,18
11826_1#52,18
14566_4#77,18
15682_2#28,18
19341_2#75,18
9950_2#68,18
18090_2#46,18
15682_5#52,18
21946_6#198,18
6308_4#2,18
31919_2#76,18
31958_2#217,18
15682_1#74,18
31919_2#57,18
10868_6#77,18
13710_2#65,18
6512_5#16,18
8016_3#3,18
15682_2#2,18
13415_5#50,18
6578_6#2,18
6578_6#20,18
24820_2#134,18
6308_5#21,18
27119_1#39,18
32139_3#71,18
6551_6#5,18
6569_5#14,18
6578_6#5,18
15874_1#72,18
22841_3#63,18
19341_2#88,18
14555_3#6,18
21053_8#45,18
11861_2#76,18
19084_8#16,18
11860_4#18,18
15608_4#26,18
21903_8#157,18
32139_3#284,18
6578_6#11,18
6551_6#1,18
11822_1#57,18
15608_4#28,18
9950_3#34,18
11511_7#86,18
6308_4#10,18
15608_5#22,18
11511_7#25,18
11657_1#73,18
15608_5#5,18
11860_7#80,18
6308_5#20,18
9950_2#9,18
17794_7#86,18
32036_8#38,18
6308_3#20,18
6259_1#6,18
6308_3#19,18
12162_1#70,18
18090_2#174,18
6308_4#5,18
15608_2#41,18
14412_3#36,18
15682_4#62,18
15940_2#16,18
18090_2#38,18
14566_5#32,18
24861_1#98,18
34746_4#133,18
15682_3#86,18
24820_2#246,18
6308_4#12,18
19341_2#77,18
31958_2#371,18
11657_8#73,18
13415_5#48,18
32139_2#97,18
15682_7#23,18
32139_7#178,18
18090_2#44,18
32139_7#252,18
6308_5#18,18
24775_1#63,18
5242_5#1,18
10754X29_140620_D00294_0106_AC4FB4ANXX_5,18
13415_4#39,18
14913_6#47,18
6578_6#24,18
24820_2#167,18
15608_2#17,18
19084_7#103,18
24820_2#321,18
8016_3#31,18
11861_5#53,18
11861_4#84,18
15608_2#16,18
5349_3#5,18
6551_8#10,18
15608_4#29,18
32139_2#32,18
11822_1#83,18
14566_5#30,18
21946_6#8,18
15682_3#22,18
15191_6#26,18
6551_8#4,18
14257_1#24,18
6578_6#4,18
14723_3#22,18
6551_8#21,18
31958_2#322,18
6308_3#18,18
6578_6#18,18
19084_7#86,18
14913_6#22,18
18090_2#171,18
9950_3#50,18
27119_1#13,18
6551_8#1,18
6259_2#6,18
9950_2#84,18
15608_2#11,18
6259_3#18,18
10050_2#10,18
31919_2#212,18
32036_8#42,18
6308_3#22,18
6308_3#23,18
13414_8#58,18
32139_2#286,18
11860_8#23,18
32036_8#184,18
24861_1#36,18
19646_1#42,18
6187_5#10,18
18090_2#158,18
14936_4#13,18
32036_8#206,18
6569_6#2,18
6308_4#22,18
14566_6#18,18
13414_4#22,18
15608_2#35,18
15682_1#39,18
11860_4#59,18
22667_8#71,18
10754X21_140620_D00294_0106_AC4FB4ANXX_5,18
6187_7#19,18
6569_6#5,18
6259_4#20,18
14257_1#30,18
31919_2#106,18
6259_3#6,18
6187_7#20,18
13091_1#37,18
13415_7#85,18
32036_8#25,18
11822_1#53,18
14555_3#49,18
15940_7#44,18
6308_6#7,18
21053_8#68,18
31958_2#332,18
6187_4#18,18
6308_4#6,18
24861_1#71,18
15608_3#49,18
31958_2#276,18
12274_5#66,18
6551_6#24,18
19084_8#145,18
15682_8#56,18
19646_1#81,18
11861_3#63,18
17966_5#175,18
6551_6#19,18
9950_3#67,18
11861_2#29,18
11893_1#61,18
18090_1#187,18
9950_2#43,18
6308_5#13,18
6551_6#15,18
18090_2#149,18
15682_8#34,18
6308_3#21,18
6551_6#10,18
18090_2#177,18
15608_3#55,18
19646_1#49,18
31958_2#190,18
6308_5#9,18
6569_3#2,18
13415_7#77,18
11511_7#15,18
19084_7#81,18
6246_3#4,18
6308_4#8,18
11860_1#32,18
6551_8#20,18
31919_2#143,18
6308_5#12,18
32036_8#77,18
6551_8#14,18
15682_6#1,18
18090_2#45,18
6569_3#22,18
24861_1#253,18
11861_5#40,18
11893_8#1,18
6259_4#11,18
6259_4#21,18
6308_6#13,18
15682_7#25,18
21903_8#333,18
19341_2#66,18
32139_3#364,18
6551_8#15,18
6470_4#19,18
19341_2#72,18
31919_2#206,18
15608_4#18,18
15608_2#31,18
15841_2#8,18
10050_2#6,18
21053_8#58,18
34746_4#243,18
13415_7#64,18
15608_3#43,18
15682_5#80,18
6259_2#4,18
15682_2#11,18
6569_3#7,18
7622_5#86,18
19341_2#104,18
11861_1#36,18
15682_1#35,18
6578_6#22,18
11511_7#32,18
9953_7#13,18
13415_6#36,18
21053_8#59,18
6308_5#10,18
15608_3#83,18
6259_2#8,18
6569_3#14,18
24861_1#192,18
6308_4#17,18
19084_7#176,18
31919_2#189,18
5310_1#3,18
32036_8#143,18
14673_2#11,18
15873_6#9,18
6578_6#12,18
9950_2#54,18
15682_1#37,18
21903_6#184,18
6578_6#6,18
32139_3#280,18
12291_6#93,18
10071_4#5,18
6308_3#11,18
6259_3#10,18
11860_6#47,18
15873_8#65,18
14566_5#81,18
15873_8#84,18
6308_6#19,18
32139_2#254,18
13470_1#60,18
24820_2#133,18
6569_6#4,18
31919_2#65,18
6578_6#10,18
31919_2#29,18
6308_3#3,18
6551_6#22,18
18090_1#17,18
11861_4#87,18
7553_6#26,18
6308_4#9,18
15682_3#30,18
15682_7#43,18
10050_2#33,18
13415_4#18,18
5749_6#12,18
15191_6#71,18
24861_1#86,18
31919_2#323,18
14555_4#18,18
6308_5#23,18
6308_3#9,18
14723_3#26,18
32036_8#285,18
31958_2#99,18
24861_1#16,18
11679_1#89,18
22841_3#42,18
6551_8#2,18
6259_3#5,18
11822_1#63,18
31919_2#19,18
32139_3#57,18
11658_2#44,18
15608_3#81,18
32036_8#332,18
6308_6#11,18
6578_6#14,18
31958_2#251,18
21053_8#85,18
6308_4#14,18
9950_3#12,18
13414_8#44,18
17966_5#182,18
15608_3#41,18
12291_1#83,18
6551_6#2,18
11861_2#38,18
6472_7#1,18
24861_1#78,18
11860_4#30,18
6259_2#11,18
11822_1#13,18
6551_8#9,18
32036_8#22,18
31919_2#377,18
19646_1#103,18
13415_4#65,18
11822_1#4,18
18090_2#184,18
19646_1#87,18
15873_8#82,18
11861_5#70,18
6259_1#10,18
6551_6#9,18
6246_4#11,18
6308_3#12,18
13414_8#75,18
12162_1#10,18
6308_6#16,18
15608_3#53,18
5477_6#3,18
6308_3#15,18
32139_2#149,18
15608_2#7,18
6551_6#23,18
6259_4#17,18
11657_2#1,18
18090_2#43,18
32139_3#111,18
6805_2#5,18
6259_4#10,18
6569_3#9,18
32036_8#225,18
32036_8#384,18
6569_5#11,18
6578_6#23,18
14555_3#16,18
15608_4#23,18
5901_3#4,18
15608_2#22,18
13415_7#20,18
24861_1#114,18
10868_6#19,18
18090_2#41,18
31958_2#274,18
12837_3#15,18
32036_8#353,18
11860_5#90,18
14412_3#53,18
15873_7#9,18
14723_3#14,18
6308_3#6,18
15277_1#33,18
13415_5#84,18
32036_8#146,18
6308_5#11,18
6187_7#21,18
14566_5#78,18
6470_5#19,18
6259_2#14,18
32139_3#236,18
6569_5#13,18
6569_3#23,18
13415_5#56,18
14673_2#1,18
31958_2#373,18
31958_2#13,18
15682_5#54,18
21903_6#174,18
31919_2#225,18
6308_6#9,18
6578_6#15,18
6569_3#6,18
32139_3#109,18
10050_2#24,18
15608_4#17,18
5349_3#1,18
6259_4#6,18
6470_3#24,18
10868_5#29,18
31958_2#192,18
18090_2#152,18
15682_6#69,18
31919_2#162,18
5159_3#12,18
6551_6#4,18
31919_2#345,18
6308_5#19,18
13415_6#9,18
13415_5#34,18
21946_6#160,18
6569_3#3,18
32139_3#135,18
12274_6#89,18
15608_3#45,18
15608_3#40,18
32139_2#136,18
6308_5#2,18
14410_8#24,18
10050_2#76,18
11826_1#70,18
31958_2#126,18
6551_8#6,18
15940_4#28,18
11511_7#74,18
14566_5#36,18
17794_4#27,18
6308_5#1,18
18090_2#39,18
6308_4#7,18
6551_6#11,18
11511_7#34,18
14673_4#10,18
31919_2#181,18
31919_2#180,18
14410_8#4,18
6578_6#3,18
12299_2#86,18
13415_5#77,18
11657_8#64,18
6308_4#20,18
7622_3#70,18
15874_8#2,18
27119_1#43,18
5901_5#3,18
18090_2#40,18
13415_4#2,18
32036_8#354,18
31958_2#155,18
15608_2#4,18
11822_1#15,18
32139_4#5,18
6578_6#13,18
32139_3#244,18
6308_5#17,18
32139_3#173,18
9950_3#28,18
32139_3#25,18
13415_8#3,18
6551_8#3,18
6259_4#3,18
6308_4#1,18
6578_6#21,18
18090_2#148,18
6259_3#21,18
6308_3#13,18
6308_3#17,18
12274_6#19,18
11657_8#61,18
15841_2#22,18
6308_5#6,18
6472_6#3,18
15608_4#48,18
6259_4#16,18
5392_2#1,18
7622_3#71,18
11679_1#64,18
24775_1#254,18
10208_2#34,18
24820_2#258,18
13470_1#89,18
6308_3#2,18
32139_2#338,18
15608_4#4,18
6259_3#7,18
19084_8#150,18
31919_2#64,18
18090_2#157,18
6259_2#17,18
15608_2#13,18
6308_4#15,18
14412_1#89,18
6308_5#4,18
19084_8#94,18
31919_2#253,18
15608_4#30,18
14520_8#37,18
9950_1#26,18
24861_1#207,18
12291_3#36,18
5901_3#3,18
11511_7#50,18
32139_3#198,18
6551_8#11,18
11657_2#68,18
21053_8#44,18
6259_4#18,18
13414_8#49,18
15682_1#46,18
6551_8#23,18
6551_8#7,18
32036_8#61,18
24861_1#14,18
6308_5#22,18
19084_8#3,18
15682_2#8,18
22841_3#148,18
23584_8#158,18
11860_6#9,18
16404_7#63,18
12837_3#17,18
6259_2#21,18
6578_6#9,18
14520_8#23,18
18787_3#28,18
15608_3#51,18
6578_6#8,18
19646_1#59,18
12837_3#14,18
19341_2#78,18
13414_8#67,18
15682_7#8,18
16043_2#30,18
19341_2#87,18
6259_1#19,18
6308_6#1,18
11860_7#55,18
6578_6#19,18
6308_6#17,18
15682_5#85,18
6259_1#12,18
6259_1#5,18
14673_1#93,18
6308_6#20,18
6551_8#5,18
6551_6#20,18
9953_7#23,18
6551_8#18,18
11861_5#68,18
10868_6#49,18
12837_3#65,18
15608_3#71,18
14520_8#3,18
15940_7#33,18
12291_2#83,18
16043_2#31,18
14355_8#54,18
11822_1#14,18
10071_4#53,18
13414_4#12,18
12837_5#31,18
10868_6#25,18
21053_8#171,18
15608_3#86,18
21053_8#51,18
6569_5#10,18
31958_2#205,18
11822_1#51,18
19646_1#97,18
9950_3#74,18
6551_8#17,18
14673_2#10,18
21242_2#136,18
5392_2#5,18
6308_3#7,18
6259_4#5,18
18090_1#54,18
6259_4#7,18
5468_2#11,18
27119_1#274,18
6308_3#4,18
15277_1#18,18
6259_2#10,18
6569_3#8,18
14566_5#24,18
6308_3#8,18
12274_5#43,18
9950_3#2,18
32139_2#341,18
10071_4#75,18
6308_4#21,18
14412_1#62,18
9953_7#57,18
6569_3#4,18
16043_2#51,18
6551_6#8,18
14566_6#81,18
11861_4#94,18
6551_8#24,18
15682_1#79,18
6551_6#6,18
11657_8#26,18
6551_8#12,18
6578_6#7,18
21946_6#353,18
17794_4#28,18
11679_1#95,18
6578_6#16,18
23430_4#81,18
15608_4#24,18
15608_4#2,18
32139_3#349,18
6551_8#19,18
6308_5#15,18
31919_2#298,18
15608_3#52,18
13154_2#50,18
6308_4#16,18
12291_5#9,18
10868_6#21,18
9950_2#70,18
11791_1#11,18
6308_3#5,18
32139_3#313,18
32036_8#190,18
32139_3#24,18
13415_7#43,18
13470_1#17,18
11860_4#51,18
6551_6#21,18
6259_3#17,18
21127_1#171,18
15608_5#86,18
6246_3#6,18
9953_7#40,18
6551_8#22,18
34746_4#196,18
6569_6#3,18
10754X33_140620_D00294_0106_AC4FB4ANXX_5,18
32139_2#179,18
6259_3#1,18
18090_1#11,18
6308_5#14,18
15191_5#56,18
11860_8#74,18
11657_2#49,18
6259_1#22,18
6551_6#13,18
6308_4#11,18
6308_6#12,18
12837_3#8,18
32036_8#350,18
32386_2#77,18
6308_5#7,18
11679_1#67,18
5901_2#1,18
31958_2#360,18
6187_5#11,18
6578_6#17,18
6569_3#5,18
24820_2#309,18
11861_5#47,18
17794_8#155,18
15608_4#19,18
6308_5#5,18
15940_1#66,18
15608_4#15,18
6308_5#3,18
10868_6#67,18
15682_2#62,18
31919_2#77,18
6551_6#18,18
11658_8#15,18
15682_1#59,18
31958_2#21,18
31919_2#118,18
31958_2#47,18
13415_4#29,18
6308_3#24,18
31919_2#110,18
6569_6#1,18
32139_2#54,18
11860_8#68,18
31919_2#321,18
11511_8#89,18
27119_1#136,18
9950_3#80,18
6569_5#18,18
10071_4#13,18
6569_3#19,18
6187_5#4,18
11657_1#72,18
11822_1#6,18
14566_4#55,18
34746_4#255,18
12299_1#14,18
15682_7#31,18
15940_1#67,18
15940_5#43,18
7622_5#67,18
15873_8#1,18
13353_7#14,18
6472_7#19,18
13710_2#61,18
15940_1#28,18
15873_8#43,18
13414_2#55,18
15873_8#45,18
7622_2#23,18
24775_1#175,18
24775_1#127,18
24775_1#160,18
21127_2#79,18
21127_2#153,18
21127_2#51,18
21127_2#110,18
24775_1#139,18
21999_8#57,18
21127_1#159,18
31588_4#325,18
5192_7#1,18
31588_4#295,18
5159_3#11,18
9950_2#63,18
31588_4#20,18
21242_2#141,18
10754X141_140620_D00294_0106_AC4FB4ANXX_6,19
12291_5#87,19
7001_3#9,19
22841_1#167,19
13414_1#78,19
10868_6#92,19
15940_7#9,19
6512_7#9,19
6999_3#10,19
22841_4#60,19
13414_1#62,19
14673_1#14,19
11658_2#56,19
20427_5#34,19
21903_8#139,19
15940_3#57,19
15682_1#93,19
16453_3#7,19
15940_5#30,19
22841_4#133,19
6472_5#14,19
11861_2#49,19
15682_6#80,19
12673_6#49,19
14673_3#45,19
7622_4#36,19
21127_1#33,19
11861_3#54,19
16043_2#42,19
15191_7#11,19
17150_6#52,19
21946_6#313,19
15873_8#7,19
11860_4#27,19
15940_5#68,19
11511_8#27,19
11861_3#9,19
11657_4#57,19
6512_1#7,19
15608_5#2,19
6569_7#4,19
11861_1#16,19
11791_1#12,19
15873_8#10,19
15874_8#79,19
13414_2#81,19
13681_1#88,19
31588_4#261,19
14673_1#30,19
6512_3#11,19
11511_7#52,19
19536_2#25,19
21946_6#343,19
6999_1#4,19
10868_6#91,19
13154_3#18,19
6593_2#22,19
13414_2#62,19
11657_2#87,19
16404_7#91,19
11657_1#74,19
15191_7#55,19
11861_1#73,19
12274_6#35,19
11860_4#25,19
15682_5#91,19
11861_1#33,19
11860_4#22,19
13682_2#1,19
14673_1#10,19
15191_5#70,19
9950_2#6,19
21946_6#326,19
14673_2#16,19
14672_3#83,19
22841_3#38,19
11861_3#56,19
23584_8#174,19
10754X148_140620_D00294_0106_AC4FB4ANXX_6,19
12378_4#41,19
22695_3#238,19
13414_1#69,19
11861_1#78,19
10754X100_140620_D00294_0106_AC4FB4ANXX_6,19
12299_1#44,19
13414_3#24,19
21127_1#55,19
15873_8#30,19
19787_6#43,19
13414_1#74,19
13154_3#42,19
15682_8#51,19
14673_2#49,19
11861_5#51,19
13414_2#1,19
10208_2#62,19
22695_3#116,19
14566_8#11,19
15191_7#64,19
13682_2#83,19
15682_7#64,19
14672_3#57,19
17794_3#80,19
10847X17_140926_D00294_0134_AC4P96ANXX_5,19
15682_6#82,19
22695_3#63,19
11657_2#50,19
6952_7#6,19
13091_2#28,19
11511_8#21,19
11860_6#90,19
13710_2#41,19
7001_1#14,19
15940_4#84,19
19536_2#18,19
10754X61_140620_D00294_0106_AC4FB4ANXX_5,19
15940_4#57,19
16453_2#76,19
13682_2#44,19
13353_7#6,19
11893_1#30,19
22709_8#363,19
6930_8#11,19
13710_1#23,19
16399_8#55,19
11861_3#91,19
12299_1#65,19
13353_7#60,19
13682_1#1,19
15191_8#75,19
11658_2#62,19
15608_3#23,19
15940_2#57,19
9950_1#13,19
13414_1#93,19
12216_4#92,19
14566_8#59,19
13710_2#57,19
14672_3#89,19
23495_7#18,19
13414_3#61,19
14673_1#51,19
6512_5#11,19
12299_2#29,19
23584_8#179,19
12299_2#13,19
15940_7#77,19
10754X168_140620_D00294_0106_AC4FB4ANXX_6,19
11860_4#15,19
15873_8#64,19
15940_5#51,19
15682_7#81,19
15940_6#82,19
11861_1#45,19
14673_3#15,19
7553_5#91,19
10208_2#14,19
12673_6#35,19
6486_7#14,19
11893_1#51,19
11861_4#13,19
12299_2#94,19
19084_7#12,19
19536_2#33,19
14672_3#56,19
10754X143_140620_D00294_0106_AC4FB4ANXX_6,19
13414_3#76,19
11861_4#1,19
15940_3#15,19
10050_2#48,19
10754X67_140620_D00294_0106_AC4FB4ANXX_5,19
22695_3#94,19
22841_1#175,19
6472_8#18,19
12299_1#3,19
11511_8#29,19
15682_6#41,19
15940_5#24,19
15191_5#78,19
15873_6#43,19
6999_1#6,19
11860_6#13,19
14673_1#89,19
12673_6#7,19
15873_8#21,19
15873_6#16,19
13710_1#20,19
12274_5#89,19
15682_3#3,19
21946_6#274,19
14673_3#57,19
11861_1#64,19
10868_6#68,19
15940_3#59,19
15191_5#32,19
11511_7#45,19
19536_2#31,19
21903_8#106,19
23584_8#163,19
12274_6#46,19
11893_1#39,19
13414_3#48,19
10754X132_140620_D00294_0106_AC4FB4ANXX_6,19
10050_2#69,19
14673_4#68,19
10754X64_140620_D00294_0106_AC4FB4ANXX_5,19
15682_6#22,19
14673_2#3,19
20427_4#44,19
10208_2#25,19
15191_5#69,19
6512_6#18,19
12299_1#75,19
11893_1#58,19
23584_8#119,19
13414_2#51,19
13414_3#45,19
15191_7#65,19
14672_3#80,19
11893_1#38,19
6512_2#5,19
14673_1#12,19
15191_7#10,19
15940_1#70,19
22984_8#87,19
15940_5#4,19
22695_3#109,19
11861_3#82,19
11860_4#41,19
11893_1#49,19
12291_5#71,19
15191_7#71,19
19536_2#17,19
11893_1#76,19
13353_7#16,19
15940_4#72,19
23733_1#127,19
11658_2#54,19
13682_1#83,19
13353_7#23,19
15873_8#5,19
15940_4#54,19
11791_1#3,19
15682_5#63,19
23584_8#69,19
17794_3#77,19
22695_3#312,19
11860_6#48,19
15191_7#27,19
11893_1#57,19
19341_2#126,19
15940_3#58,19
11658_2#80,19
14566_8#60,19
11657_4#42,19
13154_3#40,19
11861_1#93,19
13415_8#66,19
15191_6#45,19
7553_4#44,19
11657_4#11,19
7622_3#72,19
15191_5#71,19
11861_2#44,19
15874_8#81,19
6999_7#16,19
11511_8#32,19
6512_2#6,19
21946_6#56,19
15940_1#37,19
11860_5#46,19
27119_1#52,19
16399_8#39,19
14672_3#84,19
11860_4#12,19
22695_3#118,19
11826_4#49,19
9953_7#86,19
15940_1#46,19
13710_1#28,19
6512_7#2,19
21903_8#257,19
15191_5#80,19
10754X82_140620_D00294_0106_AC4FB4ANXX_5,19
21903_8#276,19
13091_2#20,19
22841_4#59,19
13414_3#8,19
21946_6#342,19
21127_1#2,19
12299_1#69,19
17262_1#15,19
11657_4#5,19
13091_3#28,19
11822_1#77,19
11893_1#68,19
12291_5#81,19
7553_6#6,19
11861_4#27,19
11861_1#11,19
13353_7#27,19
16399_8#92,19
6999_5#4,19
10868_6#59,19
21903_8#345,19
10754X144_140620_D00294_0106_AC4FB4ANXX_6,19
13414_1#45,19
6999_5#9,19
12673_6#20,19
18090_1#124,19
12299_2#44,19
11860_6#61,19
21903_8#134,19
12299_2#70,19
15940_6#2,19
23495_7#43,19
13414_1#72,19
23495_7#82,19
11861_1#9,19
10208_2#28,19
10071_4#14,19
15940_6#58,19
10847X14_140926_D00294_0134_AC4P96ANXX_5,19
11679_1#22,19
14723_6#94,19
15940_6#74,19
13710_1#48,19
22695_3#95,19
12673_6#10,19
13414_2#72,19
21903_8#166,19
16399_8#6,19
13224_7#47,19
7001_1#13,19
15682_7#91,19
15940_5#10,19
11860_6#24,19
17138_5#80,19
21903_8#321,19
15191_6#37,19
7622_5#84,19
10754X182_140620_D00294_0106_AC4FB4ANXX_6,19
13414_1#68,19
13414_2#65,19
15682_7#55,19
23584_8#168,19
18787_3#20,19
13224_7#2,19
6512_2#17,19
6486_5#14,19
9950_3#90,19
21903_8#138,19
19787_6#39,19
13414_1#40,19
11861_2#88,19
16453_3#20,19
12299_2#30,19
13414_3#3,19
14672_3#58,19
11861_2#86,19
13224_7#59,19
21946_6#114,19
21946_6#277,19
12673_6#34,19
21946_6#186,19
13414_1#46,19
10208_2#43,19
13414_2#95,19
13710_1#41,19
16399_8#7,19
11860_8#84,19
13414_1#58,19
10071_4#65,19
11860_5#94,19
16453_2#70,19
14913_4#54,19
14672_3#59,19
15940_3#34,19
14673_3#83,19
10754X180_140620_D00294_0106_AC4FB4ANXX_6,19
19084_7#54,19
13682_1#44,19
15940_1#64,19
11860_5#21,19
10208_2#69,19
11861_2#50,19
13710_1#38,19
22695_3#119,19
21946_6#317,19
31537_1#257,19
15940_3#3,19
14673_1#69,19
22841_2#38,19
12673_6#31,19
9953_7#8,19
15682_1#25,19
16399_8#58,19
6486_6#4,19
22841_1#93,19
13091_2#78,19
10396_8#24,19
14673_3#75,19
13414_2#50,19
7001_1#5,19
21903_6#175,19
31588_4#198,19
31588_4#136,19
13710_1#43,19
13353_7#39,19
7553_4#32,19
18787_3#27,19
15682_8#21,19
18090_1#119,19
22695_3#320,19
21903_8#131,19
13154_3#31,19
10868_6#46,19
22841_1#107,19
15191_8#28,19
6999_4#16,19
13353_7#31,19
11511_7#38,19
16453_3#14,19
22984_8#82,19
13414_3#1,19
19536_2#8,19
23584_8#187,19
15940_5#44,19
11826_1#38,19
15940_4#82,19
13414_2#3,19
13353_7#7,19
11861_3#17,19
15191_7#70,19
12299_1#58,19
15940_6#8,19
22695_3#227,19
10868_5#42,19
22841_4#6,19
11861_3#6,19
21946_6#350,19
15682_6#21,19
6512_4#23,19
19536_2#44,19
6930_8#6,19
11861_3#13,19
15940_4#71,19
6730_4#1,20
6823_6#9,20
14410_7#50,20
15378_3#3,20
24775_1#311,20
14520_6#28,20
16453_2#58,20
19341_1#61,20
14520_6#6,20
9789_3#50,20
6805_3#18,20
7068_4#7,20
9803_8#59,20
15873_5#63,20
14723_2#12,20
21523_1#89,20
6925_7#8,20
6775_1#1,20
7004_7#56,20
12162_1#64,20
9789_4#54,20
9262_4#68,20
6972_5#4,20
6925_8#22,20
6731_5#18,20
14913_3#64,20
14673_5#32,20
12378_2#66,20
6736_5#19,20
14673_5#72,20
7004_8#96,20
6736_4#19,20
14913_2#79,20
6731_4#19,20
24775_1#308,20
6983_7#60,20
6753_2#5,20
3379_6#9,20
6823_4#24,20
6840_3#4,20
6755_4#11,20
6730_6#7,20
12290_3#7,20
16288_3#28,20
32139_2#363,20
6755_6#2,20
7054_6#15,20
9803_8#19,20
6673_8#13,20
6972_7#88,20
14673_5#67,20
6949_3#12,20
24775_1#304,20
6972_4#18,20
29330_2#178,20
9789_2#65,20
24497_7#9,20
14520_6#87,20
6731_4#11,20
6823_7#21,20
6830_3#16,20
6714_8#12,20
6731_6#21,20
15378_4#7,20
6938_7#15,20
9803_7#62,20
29330_2#186,20
6755_4#16,20
6631_3#15,20
6680_6#24,20
6775_2#21,20
6925_4#7,20
6972_2#21,20
14936_5#41,20
9803_8#61,20
6983_6#46,20
6714_7#11,20
14723_2#62,20
9803_7#28,20
14723_2#11,20
6938_7#10,20
28042_2#26,20
6710_6#4,20
6791_6#1,20
6755_6#5,20
6791_6#21,20
6730_4#21,20
9803_8#56,20
6805_1#2,20
15873_3#25,20
6983_8#74,20
9803_7#3,20
19084_8#104,20
13415_5#63,20
15378_3#93,20
6807_1#9,20
6730_3#3,20
6736_5#18,20
7068_2#19,20
15531_4#52,20
14723_2#22,20
6736_6#8,20
24936_1#30,20
24371_8#271,20
14723_1#94,20
7068_6#88,20
17966_5#30,20
24775_1#320,20
14723_6#32,20
6983_5#11,20
24775_1#236,20
7038_8#29,20
6753_1#15,20
12290_3#70,20
15682_4#85,20
3379_5#6,20
7068_2#22,20
14520_6#95,20
6753_2#14,20
7068_2#10,20
6730_4#11,20
6805_6#19,20
7004_6#31,20
15873_5#31,20
19341_1#90,20
32139_2#318,20
6805_4#16,20
6730_3#18,20
6841_7#6,20
9221_3#77,20
6710_6#10,20
6730_8#13,20
6730_3#11,20
7004_3#10,20
6710_5#6,20
6753_1#4,20
17870_8#51,20
11791_1#48,20
6710_7#21,20
6731_4#20,20
9789_3#88,20
6730_1#17,20
19341_1#50,20
6731_6#13,20
6805_5#20,20
6775_2#3,20
17870_8#105,20
15378_3#74,20
6925_4#8,20
6899_6#18,20
6649_8#2,20
19646_1#53,20
6949_3#22,20
6641_6#7,20
14520_6#23,20
9221_5#8,20
14936_5#30,20
29330_2#240,20
9803_8#46,20
15531_3#37,20
6730_5#15,20
6775_1#7,20
6871_1#7,20
6807_1#15,20
6736_7#16,20
9803_7#58,20
14673_5#78,20
6631_7#7,20
10395_5#13,20
19341_2#99,20
6807_1#8,20
6731_2#2,20
14673_5#81,20
15531_3#6,20
6972_5#24,20
6680_5#19,20
6925_8#18,20
6805_2#13,20
6731_6#3,20
6925_5#5,20
6680_6#3,20
24371_8#230,20
4995_6#5,20
21999_8#145,20
14723_2#14,20
5390_8#5,20
22667_8#17,20
6753_1#20,20
6753_1#2,20
6731_3#5,20
32139_3#122,20
9716_7#2,20
3850_2#12,20
14520_6#19,20
6983_5#23,20
6730_4#7,20
14410_7#29,20
9716_7#3,20
17870_8#53,20
6680_6#5,20
15378_4#77,20
6755_4#21,20
6631_5#16,20
7011_5#3,20
6631_3#2,20
4948_1#5,20
6871_2#8,20
6673_8#6,20
9803_8#80,20
6925_5#20,20
6805_5#3,20
14673_6#5,20
6755_3#20,20
17150_5#65,20
12290_3#34,20
7004_3#19,20
15531_5#42,20
6791_6#7,20
3850_3#10,20
6753_4#17,20
6899_4#21,20
17870_7#158,20
29330_2#182,20
6791_6#11,20
14723_4#32,20
9789_3#51,20
29330_2#5,20
6730_3#23,20
6983_2#2,20
6631_7#4,20
6730_3#4,20
6830_3#6,20
6731_1#4,20
6736_5#2,20
6925_8#10,20
9789_5#83,20
6730_1#15,20
6925_3#14,20
6710_7#17,20
6730_4#12,20
15531_5#59,20
7011_4#7,20
24820_2#12,20
12378_2#79,20
6805_6#3,20
6710_7#8,20
6736_7#14,20
6805_2#17,20
6972_4#7,20
7038_8#30,20
16399_5#57,20
9716_7#8,20
6823_1#16,20
6938_7#18,20
17428_8#92,20
6755_1#24,20
24775_1#357,20
15378_2#81,20
14723_1#81,20
18456_1#70,20
7038_8#28,20
15531_2#7,20
6823_7#2,20
6710_8#22,20
24497_7#22,20
6840_4#5,20
6823_4#14,20
24371_8#273,20
9803_8#2,20
6871_1#21,20
29330_2#9,20
6730_7#3,20
15874_1#18,20
6755_3#13,20
15531_3#76,20
6972_8#37,20
6710_6#1,20
6983_6#38,20
6730_3#20,20
6680_6#20,20
14936_5#54,20
14723_6#47,20
9803_8#49,20
6805_5#14,20
6899_6#12,20
6680_7#7,20
6925_7#15,20
14723_2#25,20
6731_4#16,20
9803_8#17,20
24497_7#46,20
20402_4#143,20
6791_6#12,20
12290_3#69,20
6736_6#2,20
6972_4#19,20
14520_5#36,20
6823_3#10,20
7068_2#58,20
6730_5#19,20
9803_8#6,20
9803_8#45,20
